id,name,structure-id,structure-abbrev,structure-name,structure-color,strain,transgenic-line,gender,injection-coordinates,injection-volume,injection-structures,r,num-voxels,selected,experiment_page_url
304760810,Sst-IRES-Cre-138152,351,BST,Bed nuclei of the stria terminalis,B3C0DF,unknown,Sst-IRES-Cre,F,"[5600, 5260, 6880]",0.037132,"[{""id""=>262, ""name""=>""Reticular nucleus of the thalamus"", ""abbreviation""=>""RT"", ""color""=>""FF909F""}, {""id""=>329, ""name""=>""Primary somatosensory area, barrel field"", ""abbreviation""=>""SSp-bfd"", ""color""=>""188064""}, {""id""=>342, ""name""=>""Substantia innominata"", ""abbreviation""=>""SI"", ""color""=>""A2B1D8""}, {""id""=>351, ""name""=>""Bed nuclei of the stria terminalis"", ""abbreviation""=>""BST"", ""color""=>""B3C0DF""}, {""id""=>672, ""name""=>""Caudoputamen"", ""abbreviation""=>""CP"", ""color""=>""98D6F9""}, {""id""=>1022, ""name""=>""Globus pallidus, external segment"", ""abbreviation""=>""GPe"", ""color""=>""8599CC""}]",0.3224,20332,false,http://connectivity.brain-map.org/projection/experiment/304760810
170859382,Gabrr3-Cre-129,685,VM,Ventral medial nucleus of the thalamus,FF8084,unknown,Gabrr3-Cre_KC112,M,"[6850, 5190, 5970]",0.311365,"[{""id""=>181, ""name""=>""Nucleus of reunions"", ""abbreviation""=>""RE"", ""color""=>""FF909F""}, {""id""=>366, ""name""=>""Submedial nucleus of the thalamus"", ""abbreviation""=>""SMT"", ""color""=>""FF909F""}, {""id""=>685, ""name""=>""Ventral medial nucleus of the thalamus"", ""abbreviation""=>""VM"", ""color""=>""FF8084""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}, {""id""=>1077, ""name""=>""Perireunensis nucleus"", ""abbreviation""=>""PR"", ""color""=>""FF909F""}]",0.3187,20313,false,http://connectivity.brain-map.org/projection/experiment/170859382
176886238,Cart-Tg1-Cre-4444,351,BST,Bed nuclei of the stria terminalis,B3C0DF,B6.Cg,Cart-Tg1-Cre,F,"[5590, 4510, 5890]",0.546959,"[{""id""=>15, ""name""=>""Parataenial nucleus"", ""abbreviation""=>""PT"", ""color""=>""FF909F""}, {""id""=>127, ""name""=>""Anteromedial nucleus"", ""abbreviation""=>""AM"", ""color""=>""FF909F""}, {""id""=>149, ""name""=>""Paraventricular nucleus of the thalamus"", ""abbreviation""=>""PVT"", ""color""=>""FF909F""}, {""id""=>181, ""name""=>""Nucleus of reunions"", ""abbreviation""=>""RE"", ""color""=>""FF909F""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>255, ""name""=>""Anteroventral nucleus of thalamus"", ""abbreviation""=>""AV"", ""color""=>""FF909F""}, {""id""=>262, ""name""=>""Reticular nucleus of the thalamus"", ""abbreviation""=>""RT"", ""color""=>""FF909F""}, {""id""=>266, ""name""=>""Lateral septal nucleus, ventral part"", ""abbreviation""=>""LSv"", ""color""=>""90CBED""}, {""id""=>287, ""name""=>""Bed nucleus of the anterior commissure"", ""abbreviation""=>""BAC"", ""color""=>""B3C0DF""}, {""id""=>351, ""name""=>""Bed nuclei of the stria terminalis"", ""abbreviation""=>""BST"", ""color""=>""B3C0DF""}, {""id""=>1113, ""name""=>""Interanterodorsal nucleus of the thalamus"", ""abbreviation""=>""IAD"", ""color""=>""FF909F""}]",0.3185,19302,false,http://connectivity.brain-map.org/projection/experiment/176886238
183284388,Calb2-IRES-Cre-221,867,PB,Parabrachial nucleus,FFAE6F,B6.Cg,Calb2-IRES-Cre,F,"[10810, 4010, 6620]",0.125733,"[{""id""=>147, ""name""=>""Locus ceruleus"", ""abbreviation""=>""LC"", ""color""=>""FFC395""}, {""id""=>867, ""name""=>""Parabrachial nucleus"", ""abbreviation""=>""PB"", ""color""=>""FFAE6F""}, {""id""=>984, ""name""=>""Lobule III"", ""abbreviation""=>""CENT3"", ""color""=>""FFFC91""}]",0.3182,21010,false,http://connectivity.brain-map.org/projection/experiment/183284388
292035484,Slc17a6-IRES-Cre-3656,88,AHN,Anterior hypothalamic nucleus,FF4C3E,B6.129,Slc17a6-IRES-Cre,M,"[5990, 5540, 6120]",0.189316,"[{""id""=>88, ""name""=>""Anterior hypothalamic nucleus"", ""abbreviation""=>""AHN"", ""color""=>""FF4C3E""}, {""id""=>127, ""name""=>""Anteromedial nucleus"", ""abbreviation""=>""AM"", ""color""=>""FF909F""}, {""id""=>181, ""name""=>""Nucleus of reunions"", ""abbreviation""=>""RE"", ""color""=>""FF909F""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}]",0.3180,20622,false,http://connectivity.brain-map.org/projection/experiment/292035484
147706228,378-1553,1048,GRN,Gigantocellular reticular nucleus,FFB3D9,C57BL/6J,"",M,"[10400, 6510, 5890]",0.467961,"[{""id""=>136, ""name""=>""Intermediate reticular nucleus"", ""abbreviation""=>""IRN"", ""color""=>""FFB3D9""}, {""id""=>206, ""name""=>""Nucleus raphe magnus"", ""abbreviation""=>""RM"", ""color""=>""FFC6E2""}, {""id""=>576, ""name""=>""Accessory facial motor nucleus"", ""abbreviation""=>""ACVII"", ""color""=>""FFB3D9""}, {""id""=>604, ""name""=>""Nucleus incertus"", ""abbreviation""=>""NI"", ""color""=>""FFC395""}, {""id""=>898, ""name""=>""Pontine central gray"", ""abbreviation""=>""PCG"", ""color""=>""FFBA86""}, {""id""=>1048, ""name""=>""Gigantocellular reticular nucleus"", ""abbreviation""=>""GRN"", ""color""=>""FFB3D9""}, {""id""=>1093, ""name""=>""Pontine reticular nucleus, caudal part"", ""abbreviation""=>""PRNc"", ""color""=>""FFBA86""}]",0.3178,21010,false,http://connectivity.brain-map.org/projection/experiment/147706228
125801033,Syt6-Cre-589,48,ACAv,"Anterior cingulate area, ventral part",40A666,B6.Cg,Syt6-Cre_KI148,F,"[4830, 2810, 5970]",0.136176,"[{""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>48, ""name""=>""Anterior cingulate area, ventral part"", ""abbreviation""=>""ACAv"", ""color""=>""40A666""}]",0.3169,21010,false,http://connectivity.brain-map.org/projection/experiment/125801033
293433996,Htr2a-Cre_KM207-120416,993,MOs,Secondary motor area,1F9D5A,unknown,Htr2a-Cre_KM207,F,"[2400, 2780, 6920]",0.190369,"[{""id""=>184, ""name""=>""Frontal pole, cerebral cortex"", ""abbreviation""=>""FRP"", ""color""=>""268F45""}, {""id""=>723, ""name""=>""Orbital area, lateral part"", ""abbreviation""=>""ORBl"", ""color""=>""248A5E""}, {""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}, {""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",0.3168,21010,false,http://connectivity.brain-map.org/projection/experiment/293433996
264697714,A930038C07Rik-Tg1-Cre-3886,470,STN,Subthalamic nucleus,F2483B,B6.Cg,A930038C07Rik-Tg1-Cre,M,"[7520, 5670, 6750]",0.386353,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>364, ""name""=>""Parasubthalamic nucleus"", ""abbreviation""=>""PSTN"", ""color""=>""F2483B""}, {""id""=>470, ""name""=>""Subthalamic nucleus"", ""abbreviation""=>""STN"", ""color""=>""F2483B""}, {""id""=>629, ""name""=>""Ventral anterior-lateral complex of the thalamus"", ""abbreviation""=>""VAL"", ""color""=>""FF8084""}, {""id""=>685, ""name""=>""Ventral medial nucleus of the thalamus"", ""abbreviation""=>""VM"", ""color""=>""FF8084""}, {""id""=>741, ""name""=>""Ventral posteromedial nucleus of the thalamus, parvicellular part"", ""abbreviation""=>""VPMpc"", ""color""=>""FF8084""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}, {""id""=>1020, ""name""=>""Posterior complex of the thalamus"", ""abbreviation""=>""PO"", ""color""=>""FF909F""}]",0.3164,19601,false,http://connectivity.brain-map.org/projection/experiment/264697714
160317628,Lepr-IRES-Cre-Homo-340,830,DMH,Dorsomedial nucleus of the hypothalamus,FF5547,B6.129,Lepr-IRES-Cre,F,"[7050, 5950, 6230]",0.033273,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>830, ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""abbreviation""=>""DMH"", ""color""=>""FF5547""}]",0.3159,21010,false,http://connectivity.brain-map.org/projection/experiment/160317628
127991964,378-1322,128,MRN,Midbrain reticular nucleus,FF90FF,C57BL/6J,"",M,"[8970, 3610, 6650]",1.147650,"[{""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>302, ""name""=>""Superior colliculus, sensory related"", ""abbreviation""=>""SCs"", ""color""=>""FF7AFF""}, {""id""=>394, ""name""=>""Anteromedial visual area"", ""abbreviation""=>""VISam"", ""color""=>""08858C""}, {""id""=>533, ""name""=>""posteromedial visual area"", ""abbreviation""=>""VISpm"", ""color""=>""08858C""}, {""id""=>580, ""name""=>""Nucleus of the brachium of the inferior colliculus"", ""abbreviation""=>""NB"", ""color""=>""FF7AFF""}, {""id""=>828, ""name""=>""Inferior colliculus, external nucleus"", ""abbreviation""=>""ICe"", ""color""=>""FF7AFF""}, {""id""=>886, ""name""=>""Retrosplenial area, ventral part"", ""abbreviation""=>""RSPv"", ""color""=>""1AA698""}, {""id""=>894, ""name""=>""Retrosplenial area, lateral agranular part"", ""abbreviation""=>""RSPagl"", ""color""=>""1AA698""}]",0.3156,21010,false,http://connectivity.brain-map.org/projection/experiment/127991964
127795906,378-1473,509,SUBd,"Subiculum, dorsal part",4FC244,C57BL/6J,"",M,"[8540, 2300, 7770]",0.318592,"[{""id""=>382, ""name""=>""Field CA1"", ""abbreviation""=>""CA1"", ""color""=>""7ED04B""}, {""id""=>385, ""name""=>""Primary visual area"", ""abbreviation""=>""VISp"", ""color""=>""08858C""}, {""id""=>509, ""name""=>""Subiculum, dorsal part"", ""abbreviation""=>""SUBd"", ""color""=>""4FC244""}, {""id""=>726, ""name""=>""Dentate gyrus"", ""abbreviation""=>""DG"", ""color""=>""7ED04B""}]",0.3149,21010,false,http://connectivity.brain-map.org/projection/experiment/127795906
174361746,378-1763,111,AIp,"Agranular insular area, posterior part",219866,C57BL/6J,"",M,"[6330, 4620, 9560]",0.441793,"[{""id""=>111, ""name""=>""Agranular insular area, posterior part"", ""abbreviation""=>""AIp"", ""color""=>""219866""}, {""id""=>378, ""name""=>""Supplemental somatosensory area"", ""abbreviation""=>""SSs"", ""color""=>""188064""}, {""id""=>541, ""name""=>""Temporal association areas"", ""abbreviation""=>""TEa"", ""color""=>""15B0B3""}, {""id""=>583, ""name""=>""Claustrum"", ""abbreviation""=>""CLA"", ""color""=>""8ADA87""}, {""id""=>677, ""name""=>""Visceral area"", ""abbreviation""=>""VISC"", ""color""=>""11AD83""}, {""id""=>895, ""name""=>""Ectorhinal area"", ""abbreviation""=>""ECT"", ""color""=>""0D9F91""}, {""id""=>922, ""name""=>""Perirhinal area"", ""abbreviation""=>""PERI"", ""color""=>""0E9684""}]",0.3144,21010,false,http://connectivity.brain-map.org/projection/experiment/174361746
177459319,Syt6-Cre-3153,993,MOs,Secondary motor area,1F9D5A,B6.Cg,Syt6-Cre_KI148,M,"[3000, 2220, 6230]",0.219764,"[{""id""=>39, ""name""=>""Anterior cingulate area, dorsal part"", ""abbreviation""=>""ACAd"", ""color""=>""40A666""}, {""id""=>972, ""name""=>""Prelimbic area"", ""abbreviation""=>""PL"", ""color""=>""2FA850""}, {""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",0.3143,21010,false,http://connectivity.brain-map.org/projection/experiment/177459319
302087552,Slc17a6-IRES-Cre_LURC-123162,749,VTA,Ventral tegmental area,FF90FF,B6.Cg,Slc17a6-IRES-Cre,M,"[7950, 5060, 6120]",0.023785,"[{""id""=>12, ""name""=>""Interfascicular nucleus raphe"", ""abbreviation""=>""IF"", ""color""=>""FFA6FF""}, {""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>197, ""name""=>""Rostral linear nucleus raphe"", ""abbreviation""=>""RL"", ""color""=>""FFA6FF""}, {""id""=>749, ""name""=>""Ventral tegmental area"", ""abbreviation""=>""VTA"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}]",0.3137,21010,false,http://connectivity.brain-map.org/projection/experiment/302087552
267763584,Ppp1r17-Cre_NL146-3878,351,BST,Bed nuclei of the stria terminalis,B3C0DF,FVB/N-Crl:CD1(ICR),Ppp1r17-Cre_NL146,M,"[5360, 4920, 6210]",0.505841,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>262, ""name""=>""Reticular nucleus of the thalamus"", ""abbreviation""=>""RT"", ""color""=>""FF909F""}, {""id""=>342, ""name""=>""Substantia innominata"", ""abbreviation""=>""SI"", ""color""=>""A2B1D8""}, {""id""=>351, ""name""=>""Bed nuclei of the stria terminalis"", ""abbreviation""=>""BST"", ""color""=>""B3C0DF""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}]",0.3131,20332,false,http://connectivity.brain-map.org/projection/experiment/267763584
272875838,378-1877,362,MD,Mediodorsal nucleus of thalamus,FF909F,C57BL/6J,"",M,"[6640, 3430, 5790]",0.186722,"[{""id""=>39, ""name""=>""Anterior cingulate area, dorsal part"", ""abbreviation""=>""ACAd"", ""color""=>""40A666""}, {""id""=>48, ""name""=>""Anterior cingulate area, ventral part"", ""abbreviation""=>""ACAv"", ""color""=>""40A666""}, {""id""=>59, ""name""=>""Intermediodorsal nucleus of the thalamus"", ""abbreviation""=>""IMD"", ""color""=>""FF909F""}, {""id""=>149, ""name""=>""Paraventricular nucleus of the thalamus"", ""abbreviation""=>""PVT"", ""color""=>""FF909F""}, {""id""=>186, ""name""=>""Lateral habenula"", ""abbreviation""=>""LH"", ""color""=>""FF909F""}, {""id""=>362, ""name""=>""Mediodorsal nucleus of thalamus"", ""abbreviation""=>""MD"", ""color""=>""FF909F""}, {""id""=>483, ""name""=>""Medial habenula"", ""abbreviation""=>""MH"", ""color""=>""FF909F""}, {""id""=>726, ""name""=>""Dentate gyrus"", ""abbreviation""=>""DG"", ""color""=>""7ED04B""}]",0.3114,19669,false,http://connectivity.brain-map.org/projection/experiment/272875838
119846838,378-1195,523,MPO,Medial preoptic area,FF5547,C57BL/6J,"",M,"[5160, 5660, 5600]",0.436492,"[{""id""=>72, ""name""=>""Anterodorsal preoptic nucleus"", ""abbreviation""=>""ADP"", ""color""=>""FF5547""}, {""id""=>133, ""name""=>""Periventricular hypothalamic nucleus, preoptic part"", ""abbreviation""=>""PVpo"", ""color""=>""FF5547""}, {""id""=>226, ""name""=>""Lateral preoptic area"", ""abbreviation""=>""LPO"", ""color""=>""F2483B""}, {""id""=>272, ""name""=>""Anteroventral periventricular nucleus"", ""abbreviation""=>""AVPV"", ""color""=>""FF5547""}, {""id""=>351, ""name""=>""Bed nuclei of the stria terminalis"", ""abbreviation""=>""BST"", ""color""=>""B3C0DF""}, {""id""=>452, ""name""=>""Median preoptic nucleus"", ""abbreviation""=>""MEPO"", ""color""=>""FF5547""}, {""id""=>515, ""name""=>""Medial preoptic nucleus"", ""abbreviation""=>""MPN"", ""color""=>""FF4C3E""}, {""id""=>523, ""name""=>""Medial preoptic area"", ""abbreviation""=>""MPO"", ""color""=>""FF5547""}, {""id""=>564, ""name""=>""Medial septal nucleus"", ""abbreviation""=>""MS"", ""color""=>""96A7D3""}, {""id""=>914, ""name""=>""Posterodorsal preoptic nucleus"", ""abbreviation""=>""PD"", ""color""=>""FF5547""}, {""id""=>1109, ""name""=>""Parastrial nucleus"", ""abbreviation""=>""PS"", ""color""=>""FF5547""}]",0.3103,21010,false,http://connectivity.brain-map.org/projection/experiment/119846838
121509711,378-1248,159,AON,Anterior olfactory nucleus,54BF94,C57BL/6J,"",M,"[2790, 4930, 5980]",0.238624,"[{""id""=>159, ""name""=>""Anterior olfactory nucleus"", ""abbreviation""=>""AON"", ""color""=>""54BF94""}, {""id""=>507, ""name""=>""Main olfactory bulb"", ""abbreviation""=>""MOB"", ""color""=>""9AD2BD""}, {""id""=>597, ""name""=>""Taenia tecta, dorsal part"", ""abbreviation""=>""TTd"", ""color""=>""62D09F""}]",0.3102,21010,false,http://connectivity.brain-map.org/projection/experiment/121509711
204832917,Crh-IRES-Cre (ZJH)-231,351,BST,Bed nuclei of the stria terminalis,B3C0DF,B6.Cg,Crh-IRES-Cre (ZJH),F,"[5600, 4760, 5940]",0.437177,"[{""id""=>15, ""name""=>""Parataenial nucleus"", ""abbreviation""=>""PT"", ""color""=>""FF909F""}, {""id""=>38, ""name""=>""Paraventricular hypothalamic nucleus"", ""abbreviation""=>""PVH"", ""color""=>""FF5D50""}, {""id""=>149, ""name""=>""Paraventricular nucleus of the thalamus"", ""abbreviation""=>""PVT"", ""color""=>""FF909F""}, {""id""=>181, ""name""=>""Nucleus of reunions"", ""abbreviation""=>""RE"", ""color""=>""FF909F""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>255, ""name""=>""Anteroventral nucleus of thalamus"", ""abbreviation""=>""AV"", ""color""=>""FF909F""}, {""id""=>262, ""name""=>""Reticular nucleus of the thalamus"", ""abbreviation""=>""RT"", ""color""=>""FF909F""}, {""id""=>287, ""name""=>""Bed nucleus of the anterior commissure"", ""abbreviation""=>""BAC"", ""color""=>""B3C0DF""}, {""id""=>351, ""name""=>""Bed nuclei of the stria terminalis"", ""abbreviation""=>""BST"", ""color""=>""B3C0DF""}]",0.3094,19513,false,http://connectivity.brain-map.org/projection/experiment/204832917
301673462,Slc18a2-Cre_OZ14-122352,88,AHN,Anterior hypothalamic nucleus,FF4C3E,unknown,Slc18a2-Cre_OZ14,F,"[6460, 5990, 5900]",0.154306,"[{""id""=>38, ""name""=>""Paraventricular hypothalamic nucleus"", ""abbreviation""=>""PVH"", ""color""=>""FF5D50""}, {""id""=>88, ""name""=>""Anterior hypothalamic nucleus"", ""abbreviation""=>""AHN"", ""color""=>""FF4C3E""}, {""id""=>118, ""name""=>""Periventricular hypothalamic nucleus, intermediate part"", ""abbreviation""=>""PVi"", ""color""=>""FF5D50""}, {""id""=>181, ""name""=>""Nucleus of reunions"", ""abbreviation""=>""RE"", ""color""=>""FF909F""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>347, ""name""=>""Subparaventricular zone"", ""abbreviation""=>""SBPV"", ""color""=>""FF5547""}, {""id""=>668, ""name""=>""Dorsomedial nucleus of the hypothalamus, anterior part"", ""abbreviation""=>""DMHa"", ""color""=>""FF5547""}, {""id""=>693, ""name""=>""Ventromedial hypothalamic nucleus"", ""abbreviation""=>""VMH"", ""color""=>""FF4C3E""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}]",0.3094,20782,false,http://connectivity.brain-map.org/projection/experiment/301673462
301540850,Rbp4-Cre_KL100-121996,795,PAG,Periaqueductal gray,FF90FF,B6.Cg,Rbp4-Cre_KL100,M,"[8990, 3680, 5790]",0.067275,"[{""id""=>197, ""name""=>""Rostral linear nucleus raphe"", ""abbreviation""=>""RL"", ""color""=>""FFA6FF""}, {""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>587, ""name""=>""Nucleus of Darkschewitsch"", ""abbreviation""=>""ND"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>872, ""name""=>""Dorsal nucleus raphe"", ""abbreviation""=>""DR"", ""color""=>""FFA6FF""}, {""id""=>975, ""name""=>""Edinger-Westphal nucleus"", ""abbreviation""=>""EW"", ""color""=>""FF90FF""}]",0.3092,21010,false,http://connectivity.brain-map.org/projection/experiment/301540850
174957972,378-1773,181,RE,Nucleus of reunions,FF909F,C57BL/6J,"",M,"[6120, 5150, 4540]",1.474210,"[{""id""=>15, ""name""=>""Parataenial nucleus"", ""abbreviation""=>""PT"", ""color""=>""FF909F""}, {""id""=>38, ""name""=>""Paraventricular hypothalamic nucleus"", ""abbreviation""=>""PVH"", ""color""=>""FF5D50""}, {""id""=>149, ""name""=>""Paraventricular nucleus of the thalamus"", ""abbreviation""=>""PVT"", ""color""=>""FF909F""}, {""id""=>181, ""name""=>""Nucleus of reunions"", ""abbreviation""=>""RE"", ""color""=>""FF909F""}, {""id""=>189, ""name""=>""Rhomboid nucleus"", ""abbreviation""=>""RH"", ""color""=>""FF909F""}, {""id""=>362, ""name""=>""Mediodorsal nucleus of thalamus"", ""abbreviation""=>""MD"", ""color""=>""FF909F""}, {""id""=>366, ""name""=>""Submedial nucleus of the thalamus"", ""abbreviation""=>""SMT"", ""color""=>""FF909F""}, {""id""=>599, ""name""=>""Central medial nucleus of the thalamus"", ""abbreviation""=>""CM"", ""color""=>""FF909F""}, {""id""=>685, ""name""=>""Ventral medial nucleus of the thalamus"", ""abbreviation""=>""VM"", ""color""=>""FF8084""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}, {""id""=>1096, ""name""=>""Anteromedial nucleus, dorsal part"", ""abbreviation""=>""AMd"", ""color""=>""FF909F""}, {""id""=>1104, ""name""=>""Anteromedial nucleus, ventral part"", ""abbreviation""=>""AMv"", ""color""=>""FF909F""}, {""id""=>1113, ""name""=>""Interanterodorsal nucleus of the thalamus"", ""abbreviation""=>""IAD"", ""color""=>""FF909F""}, {""id""=>1120, ""name""=>""Interanteromedial nucleus of the thalamus"", ""abbreviation""=>""IAM"", ""color""=>""FF909F""}]",0.3090,19033,false,http://connectivity.brain-map.org/projection/experiment/174957972
126710740,378-1314,749,VTA,Ventral tegmental area,FF90FF,C57BL/6J,"",M,"[8110, 4720, 5740]",1.142400,"[{""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>210, ""name""=>""Lateral mammillary nucleus"", ""abbreviation""=>""LM"", ""color""=>""FF4C3E""}, {""id""=>214, ""name""=>""Red nucleus"", ""abbreviation""=>""RN"", ""color""=>""FF90FF""}, {""id""=>374, ""name""=>""Substantia nigra, compact part"", ""abbreviation""=>""SNc"", ""color""=>""FFA6FF""}, {""id""=>491, ""name""=>""Medial mammillary nucleus"", ""abbreviation""=>""MM"", ""color""=>""FF4C3E""}, {""id""=>749, ""name""=>""Ventral tegmental area"", ""abbreviation""=>""VTA"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}, {""id""=>980, ""name""=>""Dorsal premammillary nucleus"", ""abbreviation""=>""PMd"", ""color""=>""FF4C3E""}, {""id""=>1004, ""name""=>""Ventral premammillary nucleus"", ""abbreviation""=>""PMv"", ""color""=>""FF4C3E""}, {""id""=>1110, ""name""=>""Supramammillary nucleus, lateral part"", ""abbreviation""=>""SUMl"", ""color""=>""FF4C3E""}, {""id""=>1118, ""name""=>""Supramammillary nucleus, medial part"", ""abbreviation""=>""SUMm"", ""color""=>""FF4C3E""}]",0.3088,21010,false,http://connectivity.brain-map.org/projection/experiment/126710740
309385637,Sst-IRES-Cre-153292,612,NLL,Nucleus of the lateral lemniscus,FFAE6F,"","",F,"[9770, 4500, 7280]",0.152500,"[{""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>146, ""name""=>""Pontine reticular nucleus"", ""abbreviation""=>""PRNr"", ""color""=>""FFC395""}, {""id""=>246, ""name""=>""Midbrain reticular nucleus, retrorubral area"", ""abbreviation""=>""RR"", ""color""=>""FF90FF""}, {""id""=>612, ""name""=>""Nucleus of the lateral lemniscus"", ""abbreviation""=>""NLL"", ""color""=>""FFAE6F""}, {""id""=>874, ""name""=>""Parabigeminal nucleus"", ""abbreviation""=>""PBG"", ""color""=>""FF7AFF""}, {""id""=>1052, ""name""=>""Pedunculopontine nucleus"", ""abbreviation""=>""PPN"", ""color""=>""FFA6FF""}]",0.3079,21010,false,http://connectivity.brain-map.org/projection/experiment/309385637
266964075,Ntsr1-Cre_GN220-3737,39,ACAd,"Anterior cingulate area, dorsal part",40A666,B6.Cg,Ntsr1-Cre_GN220,M,"[3070, 2310, 6010]",0.094708,"[{""id""=>39, ""name""=>""Anterior cingulate area, dorsal part"", ""abbreviation""=>""ACAd"", ""color""=>""40A666""}, {""id""=>972, ""name""=>""Prelimbic area"", ""abbreviation""=>""PL"", ""color""=>""2FA850""}, {""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",0.3079,21010,false,http://connectivity.brain-map.org/projection/experiment/266964075
168162771,Rbp4-Cre-130,993,MOs,Secondary motor area,1F9D5A,unknown,Rbp4-Cre_KL100,F,"[3890, 1560, 6300]",0.307689,"[{""id""=>993, ""name""=>""Secondary motor area"", ""abbreviation""=>""MOs"", ""color""=>""1F9D5A""}]",0.3062,21010,false,http://connectivity.brain-map.org/projection/experiment/168162771
